"measure","dateTime","date","value","completeness","quality","qcode"
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T07:01:11","2026-05-22","11.735","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T16:01:11","2026-05-21","12.586","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T08:01:11","2026-05-22","11.843","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T17:01:11","2026-05-21","12.693","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T18:01:11","2026-05-21","12.743","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-15T02:01:11","2026-05-15","8.638","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-15T01:01:11","2026-05-15","8.739","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T19:01:12","2026-05-21","12.75","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T01:01:11","2026-05-21","11.333","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T20:01:11","2026-05-21","12.694","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T21:01:11","2026-05-21","12.584","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T22:01:11","2026-05-21","12.473","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-21T23:01:11","2026-05-21","12.368","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T00:01:11","2026-05-22","12.252","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T01:01:11","2026-05-22","12.134","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T13:01:11","2026-05-22","13.269","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T14:01:11","2026-05-22","13.706","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T15:01:11","2026-05-22","14.116","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T16:01:11","2026-05-22","14.493","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T17:01:11","2026-05-22","14.722","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T18:01:11","2026-05-22","14.708","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T19:01:11","2026-05-22","14.615","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T20:01:11","2026-05-22","14.476","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T21:01:11","2026-05-22","14.279","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T00:01:11","2026-05-23","13.702","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T22:01:11","2026-05-22","14.067","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-22T23:01:11","2026-05-22","13.867","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T01:01:11","2026-05-23","13.583","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T02:01:11","2026-05-23","13.484","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T03:01:11","2026-05-23","13.386","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T04:01:11","2026-05-23","13.267","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T05:01:11","2026-05-23","13.157","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T06:01:11","2026-05-23","13.073","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T11:01:11","2026-05-23","13.382","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T07:01:11","2026-05-23","13.015","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T12:01:11","2026-05-23","13.621","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T08:01:11","2026-05-23","12.977","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T09:01:11","2026-05-23","13.013","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T14:01:18","2026-05-23","14.334","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T13:01:11","2026-05-23","13.954","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T10:01:11","2026-05-23","13.179","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-15T09:01:11","2026-05-15","8.314","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-15T10:01:11","2026-05-15","8.4","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T15:01:11","2026-05-23","14.699","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T16:01:11","2026-05-23","15.002","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T17:01:11","2026-05-23","15.124","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T18:01:11","2026-05-23","15.039","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T19:01:11","2026-05-23","14.875","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T20:01:11","2026-05-23","14.674","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T00:01:11","2026-05-24","13.607","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T21:01:11","2026-05-23","14.436","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T02:01:11","2026-05-24","13.182","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T22:01:11","2026-05-23","14.169","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T03:01:11","2026-05-24","12.978","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-23T23:01:11","2026-05-23","13.878","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T04:01:11","2026-05-24","12.775","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T14:01:11","2026-05-24","13.968","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T20:01:11","2026-05-24","14.74","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T05:01:11","2026-05-24","12.603","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T15:01:11","2026-05-24","14.409","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T06:01:11","2026-05-24","12.502","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T07:01:11","2026-05-24","12.491","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T16:01:11","2026-05-24","14.828","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T08:01:11","2026-05-24","12.533","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T19:01:11","2026-05-24","14.902","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T17:01:11","2026-05-24","15.067","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T09:01:11","2026-05-24","12.623","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T10:01:11","2026-05-24","12.753","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T11:01:11","2026-05-24","12.922","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T18:01:11","2026-05-24","15.042","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T12:01:11","2026-05-24","13.164","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-16T12:01:11","2026-05-16","9.024","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-20T03:01:11","2026-05-20","10.778","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T13:01:11","2026-05-24","13.512","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T21:01:11","2026-05-24","14.542","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T22:01:11","2026-05-24","14.291","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-25T04:01:11","2026-05-25","12.984","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-26T00:01:11","2026-05-26","14.956","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-24T23:01:11","2026-05-24","14.016","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-25T00:01:11","2026-05-25","13.753","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-25T05:01:11","2026-05-25","12.848","","Unchecked",""
"http://environment.data.gov.uk/hydrology/id/measures/E01786A-temp-i-subdaily-C","2026-05-25T01:01:11","2026-05-25","13.522","","Unchecked",""
